,Unnamed: 0.1,Unnamed: 0,Product_Desc,First_part,Type,Type_2
1134,1708,1708,AMPILOX LB CAPSULES 15^S,AMPILOXLB,STRIP OF 15 CAPSULES, STRIP OF 15 CAPSULES
1135,1,1,A PLUS TABLETS,APLUS,TABLETS, STRIP OF 10 CAPSULES
1136,1710,1710,AMPLUS CAPSULES,AMPLUS,CAPSULES, STRIP OF 10 CAPSULES
1137,1713,1713,AMPOXIN 250 CAPSULES 15^S,AMPOXIN250,STRIP OF 15 CAPSULES, AMPULE OF 250MG INJECTION
1138,1715,1715,AMPOXIN 500 CAPSULES 15^S,AMPOXIN500,STRIP OF 15 CAPSULES, AMPULE OF 250MG INJECTION
1139,1713,1713,AMPOXIN 250 CAPSULES 15^S,AMPOXIN250,STRIP OF 15 CAPSULES, STRIP OF 15 CAPSULES
1140,1715,1715,AMPOXIN 500 CAPSULES 15^S,AMPOXIN500,STRIP OF 15 CAPSULES, STRIP OF 15 CAPSULES
1141,1713,1713,AMPOXIN 250 CAPSULES 15^S,AMPOXIN250,STRIP OF 15 CAPSULES, STRIP OF 15 CAPSULES
1142,1715,1715,AMPOXIN 500 CAPSULES 15^S,AMPOXIN500,STRIP OF 15 CAPSULES, STRIP OF 15 CAPSULES
1143,1722,1722,AMPOXIN KID TABLETS 10^S,AMPOXINKID,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1144,1715,1715,AMPOXIN 500 CAPSULES 15^S,AMPOXIN500,STRIP OF 15 CAPSULES, VIAL OF 500 MG INJECTION
1145,1731,1731,AMROBRUT CREAM 10GM,AMROBRUT,CREAM 10GM, TUBE OF 25GM CREAM
1146,1732,1732,AMROBRUT CREAM 25GM,AMROBRUT,CREAM 25GM, TUBE OF 25GM CREAM
1147,1733,1733,AMROID CREAM 40GM,AMROID,CREAM 40GM, STRIP OF 30 TABLETS
1148,1734,1734,AMROID OINTMENT 20GM,AMROID,OINTMENT 20GM, STRIP OF 30 TABLETS
1149,1735,1735,AMROID TABLETS 30^S,AMROID,STRIP OF 30 TABLETS, STRIP OF 30 TABLETS
1150,1733,1733,AMROID CREAM 40GM,AMROID,CREAM 40GM, STRIP OF 30 TABLETS
1151,1734,1734,AMROID OINTMENT 20GM,AMROID,OINTMENT 20GM, STRIP OF 30 TABLETS
1152,1735,1735,AMROID TABLETS 30^S,AMROID,STRIP OF 30 TABLETS, STRIP OF 30 TABLETS
1153,1753,1753,AMTAS AT 25 TABLETS 15,AMTASAT25,TABLETS 15, STRIP OF 15 TABLETS
1154,1754,1754,AMTAS AT TABLETS # 15S,AMTASAT,TABLETS # 15S, STRIP OF 15 TABLETS
1155,1755,1755,AMTAS AT TABLETS 15^S,AMTASAT,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
1156,1756,1756,AMTAS E TABLETS 15^S,AMTASE,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
1157,1757,1757,AMTAS HT TABLETS 10^S,AMTASHT,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1158,1747,1747,AMTAS 10 TABLETS 15^S,AMTAS10,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
1159,1748,1748,AMTAS 2.5 TABLETS 30^S,AMTAS2.5,STRIP OF 30 TABLETS, STRIP OF 15 TABLETS
1160,1748,1748,AMTAS 2.5 TABLETS 30^S,AMTAS2.5,STRIP OF 30 TABLETS, STRIP OF 30 TABLETS
1161,1751,1751,AMTAS 5 TABLETS 30^,AMTAS5,TABLETS 30^, STRIP OF 10 TABLETS
1162,1751,1751,AMTAS 5 TABLETS 30^,AMTAS5,TABLETS 30^, STRIP OF 30 TABLETS
1163,1762,1762,AMTAS M-50 TABLETS 15^S,AMTASM-50,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
1164,1770,1770,AMUCOE NAC TABLETS 10T,AMUCOENAC,TABLETS 10T, STRIP OF 10 TABLETS
1165,1774,1774,AMYCORDIAL SYRUP 200ML,AMYCORDIAL,SYRUP 200ML, BOTTLE OF 200 ML SYRUP
1166,1775,1775,AMYCORDIAL SYRUP-30049011 200ML,AMYCORDIAL,SYRUP-30049011 200ML, BOTTLE OF 200 ML SYRUP
1167,1776,1776,AMYCORDIAL TABLETS 30^S,AMYCORDIAL,STRIP OF 30 TABLETS, BOTTLE OF 200 ML SYRUP
1168,1777,1777,AMYCORDIAL TABLETS 30^S,AMYCORDIAL,STRIP OF 30 TABLETS, BOTTLE OF 200 ML SYRUP
1169,1784,1784,AMYRON CAPSULES 10^S,AMYRON,STRIP OF 10 CAPSULES, BOTTLE OF 200 ML SYRUP
1170,1785,1785,AMYRON CAPSULES 10CAPSULES,AMYRON,CAPSULES, BOTTLE OF 200 ML SYRUP
1171,1786,1786,AMYRON SYRUP # 200ML,AMYRON,SYRUP # 200ML, BOTTLE OF 200 ML SYRUP
1172,1787,1787,AMYRON SYRUP 200ML,AMYRON,SYRUP 200ML, BOTTLE OF 200 ML SYRUP
1173,1788,1788,AMYRON TABLETS 30^S,AMYRON,STRIP OF 30 TABLETS, BOTTLE OF 200 ML SYRUP
1174,1784,1784,AMYRON CAPSULES 10^S,AMYRON,STRIP OF 10 CAPSULES, PACK OF 30 CAPSULES
1175,1785,1785,AMYRON CAPSULES 10CAPSULES,AMYRON,CAPSULES, PACK OF 30 CAPSULES
1176,1786,1786,AMYRON SYRUP # 200ML,AMYRON,SYRUP # 200ML, PACK OF 30 CAPSULES
1177,1787,1787,AMYRON SYRUP 200ML,AMYRON,SYRUP 200ML, PACK OF 30 CAPSULES
1178,1788,1788,AMYRON TABLETS 30^S,AMYRON,STRIP OF 30 TABLETS, PACK OF 30 CAPSULES
1179,1794,1794,ANABEL CT GEL 10GM,ANABELCT,GEL 10GM, TUBE OF 10G GEL
1180,1802,1802,ANAFLAM GEL 20GM,ANAFLAM,GEL 20GM, TUBE OF 20 GM GEL
1181,1803,1803,ANAFLAM TABLETS 10^S,ANAFLAM,STRIP OF 10 TABLETS, TUBE OF 20 GM GEL
1182,1804,1804,ANAFLAM-TH4 TABLETS 10S,ANAFLAM-TH4,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1183,1806,1806,ANAFLAM-XP TABLETS 10^S,ANAFLAM-XP,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1184,1806,1806,ANAFLAM-XP TABLETS 10^S,ANAFLAM-XP,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1185,1807,1807,ANAFORTAN DROPS 10ML,ANAFORTAN,DROPS 10ML, BOTTLE OF 10 ML DROPS
1186,1809,1809,ANAFORTAN MF TABLETS 10,ANAFORTANMF,TABLETS 10, BOTTLE OF 10 ML DROPS
1187,1810,1810,ANAFORTAN N TABLETS 10:S,ANAFORTANN,TABLETS 10:S, BOTTLE OF 10 ML DROPS
1188,1811,1811,ANAFORTAN SYRUP $ 60ML,ANAFORTAN,SYRUP $ 60ML, BOTTLE OF 10 ML DROPS
1189,1812,1812,ANAFORTAN SYRUP 30ML,ANAFORTAN,SYRUP 30ML, BOTTLE OF 10 ML DROPS
1190,1813,1813,ANAFORTAN SYRUP 60ML,ANAFORTAN,SYRUP 60ML, BOTTLE OF 10 ML DROPS
1191,1814,1814,ANAFORTAN TABLETS $ 15^S,ANAFORTAN,TABLETS $ STRIP OF 15, BOTTLE OF 10 ML DROPS
1192,1815,1815,ANAFORTAN TABLETS 15S,ANAFORTAN,STRIP OF 15 TABLETS, BOTTLE OF 10 ML DROPS
1193,1816,1816,ANAFORTAN TABLETS 15:S,ANAFORTAN,TABLETS 15:S, BOTTLE OF 10 ML DROPS
1194,1807,1807,ANAFORTAN DROPS 10ML,ANAFORTAN,DROPS 10ML, BOTTLE OF 60 ML SYRUP
1195,1809,1809,ANAFORTAN MF TABLETS 10,ANAFORTANMF,TABLETS 10, BOTTLE OF 60 ML SYRUP
1196,1810,1810,ANAFORTAN N TABLETS 10:S,ANAFORTANN,TABLETS 10:S, BOTTLE OF 60 ML SYRUP
1197,1811,1811,ANAFORTAN SYRUP $ 60ML,ANAFORTAN,SYRUP $ 60ML, BOTTLE OF 60 ML SYRUP
1198,1812,1812,ANAFORTAN SYRUP 30ML,ANAFORTAN,SYRUP 30ML, BOTTLE OF 60 ML SYRUP
1199,1813,1813,ANAFORTAN SYRUP 60ML,ANAFORTAN,SYRUP 60ML, BOTTLE OF 60 ML SYRUP
1200,1814,1814,ANAFORTAN TABLETS $ 15^S,ANAFORTAN,TABLETS $ STRIP OF 15, BOTTLE OF 60 ML SYRUP
1201,1815,1815,ANAFORTAN TABLETS 15S,ANAFORTAN,STRIP OF 15 TABLETS, BOTTLE OF 60 ML SYRUP
1202,1816,1816,ANAFORTAN TABLETS 15:S,ANAFORTAN,TABLETS 15:S, BOTTLE OF 60 ML SYRUP
1203,1807,1807,ANAFORTAN DROPS 10ML,ANAFORTAN,DROPS 10ML, STRIP OF 15 TABLETS
1204,1809,1809,ANAFORTAN MF TABLETS 10,ANAFORTANMF,TABLETS 10, STRIP OF 15 TABLETS
1205,1810,1810,ANAFORTAN N TABLETS 10:S,ANAFORTANN,TABLETS 10:S, STRIP OF 15 TABLETS
1206,1811,1811,ANAFORTAN SYRUP $ 60ML,ANAFORTAN,SYRUP $ 60ML, STRIP OF 15 TABLETS
1207,1812,1812,ANAFORTAN SYRUP 30ML,ANAFORTAN,SYRUP 30ML, STRIP OF 15 TABLETS
1208,1813,1813,ANAFORTAN SYRUP 60ML,ANAFORTAN,SYRUP 60ML, STRIP OF 15 TABLETS
1209,1814,1814,ANAFORTAN TABLETS $ 15^S,ANAFORTAN,TABLETS $ STRIP OF 15, STRIP OF 15 TABLETS
1210,1815,1815,ANAFORTAN TABLETS 15S,ANAFORTAN,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
1211,1816,1816,ANAFORTAN TABLETS 15:S,ANAFORTAN,TABLETS 15:S, STRIP OF 15 TABLETS
1212,1807,1807,ANAFORTAN DROPS 10ML,ANAFORTAN,DROPS 10ML, STRIP OF 10 TABLETS
1213,1809,1809,ANAFORTAN MF TABLETS 10,ANAFORTANMF,TABLETS 10, STRIP OF 10 TABLETS
1214,1811,1811,ANAFORTAN SYRUP $ 60ML,ANAFORTAN,SYRUP $ 60ML, STRIP OF 10 TABLETS
1215,1812,1812,ANAFORTAN SYRUP 30ML,ANAFORTAN,SYRUP 30ML, STRIP OF 10 TABLETS
1216,1813,1813,ANAFORTAN SYRUP 60ML,ANAFORTAN,SYRUP 60ML, STRIP OF 10 TABLETS
1217,1814,1814,ANAFORTAN TABLETS $ 15^S,ANAFORTAN,TABLETS $ STRIP OF 15, STRIP OF 10 TABLETS
1218,1815,1815,ANAFORTAN TABLETS 15S,ANAFORTAN,STRIP OF 15 TABLETS, STRIP OF 10 TABLETS
1219,1816,1816,ANAFORTAN TABLETS 15:S,ANAFORTAN,TABLETS 15:S, STRIP OF 10 TABLETS
1220,1819,1819,ANALIV 500 TABLETS 10^S,ANALIV500,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1221,1825,1825,ANASPAS TABLETS 10,ANASPAS,TABLETS 10, AMPOULE OF 2 ML INJECTION
1222,1826,1826,ANASPAS TABLETS 10:S,ANASPAS,TABLETS 10:S, AMPOULE OF 2 ML INJECTION
1223,1825,1825,ANASPAS TABLETS 10,ANASPAS,TABLETS 10, STRIP OF 10 TABLETS
1224,1826,1826,ANASPAS TABLETS 10:S,ANASPAS,TABLETS 10:S, STRIP OF 10 TABLETS
1225,1860,1860,ANDROANAGEN TABLETS # 1*10,ANDROANAGEN,TABLETS # 1*10, BOTTLE OF 100 ML SOLUTION
1226,1861,1861,ANDROANAGEN TABLETS 10S,ANDROANAGEN,STRIP OF 10 TABLETS, BOTTLE OF 100 ML SOLUTION
1227,1860,1860,ANDROANAGEN TABLETS # 1*10,ANDROANAGEN,TABLETS # 1*10, STRIP OF 10 TABLETS
1228,1861,1861,ANDROANAGEN TABLETS 10S,ANDROANAGEN,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1229,1856,1856,ANDRO Q CAPSULES 10CAPSULES,ANDROQ,CAPSULES, STRIP OF 10 TABLETS
1230,1855,1855,ANDRO Q ACTIVE CAPSULES 1*10,ANDROQACTIVE,STRIP OF 10 CAPSULES, STRIP OF 10 TABLETS
1231,1876,1876,ANGICAM 2.5 TABLETS 2*15TABLETS,ANGICAM2.5,TABLETS, STRIP OF 15 TABLETS
1232,1879,1879,ANGICAM LT TABLETS 15S,ANGICAMLT,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
1233,1878,1878,ANGICAM BETA TABLETS 15TABLETS,ANGICAMBETA,TABLETS, STRIP OF 15 TABLETS
1234,736,736,AGINAL AT TABLETS 15S,AGINALAT,STRIP OF 15 TABLETS, STRIP OF 10 TABLETS
1235,1885,1885,ANGIPLAT 6.5 TABLETS 25^S,ANGIPLAT6.5,TABLETS STRIP OF 25, BOTTLE OF 25 TABLETS
1236,1882,1882,ANGIPLAT 2.5 TABLETS 25S,ANGIPLAT2.5,TABLETS 25S, BOTTLE OF 25 CAPSULES
1237,1883,1883,ANGIPLAT 2.5 TABLETS 25^S,ANGIPLAT2.5,TABLETS STRIP OF 25, BOTTLE OF 25 CAPSULES
1238,1892,1892,ANGIWELL 2.6 TABLETS 30^S,ANGIWELL2.6,STRIP OF 30 TABLETS, BOTTLE OF 30 TABLETS
1239,1893,1893,ANGIWELL 6.4 TABLETS 30^S,ANGIWELL6.4,STRIP OF 30 TABLETS, BOTTLE OF 30 TABLETS
1240,1895,1895,ANGIZAAR 25 TABLETS 10^S,ANGIZAAR25,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1241,1896,1896,ANGIZAAR 50 TABLETS 10T,ANGIZAAR50,TABLETS 10T, STRIP OF 10 TABLETS
1242,1897,1897,ANGIZAAR 50 TABLETS 10^S,ANGIZAAR50,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1243,1895,1895,ANGIZAAR 25 TABLETS 10^S,ANGIZAAR25,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1244,1900,1900,ANGIZAAR H TABLETS 10^S,ANGIZAARH,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1245,1901,1901,ANGIZAAR H TABLETS 15S,ANGIZAARH,STRIP OF 15 TABLETS, STRIP OF 10 TABLETS
1246,1902,1902,ANGIZAAR H TABLETS 10^S,ANGIZAARH,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1247,1903,1903,ANGIZEM 30 TABLETS 10^S,ANGIZEM30,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1248,1904,1904,ANGIZEM CD 120 CAPSULES 10^S,ANGIZEMCD120,STRIP OF 10 CAPSULES, STRIP OF 10 CAPSULES
1249,1905,1905,ANGIZEM CD 180 CAPSULES 10^S,ANGIZEMCD180,STRIP OF 10 CAPSULES, STRIP OF 10 CAPSULES
1250,1904,1904,ANGIZEM CD 120 CAPSULES 10^S,ANGIZEMCD120,STRIP OF 10 CAPSULES, STRIP OF 10 CAPSULES
1251,1905,1905,ANGIZEM CD 180 CAPSULES 10^S,ANGIZEMCD180,STRIP OF 10 CAPSULES, STRIP OF 10 CAPSULES
1252,1906,1906,ANGIZEM CD 90 CAPSULES 10^S,ANGIZEMCD90,STRIP OF 10 CAPSULES, STRIP OF 10 CAPSULES
1253,1908,1908,ANGIZEM DP 90 CAPSULES 10^S,ANGIZEMDP90,STRIP OF 10 CAPSULES, STRIP OF 10 CAPSULES
1254,1904,1904,ANGIZEM CD 120 CAPSULES 10^S,ANGIZEMCD120,STRIP OF 10 CAPSULES, STRIP OF 10 CAPSULES
1255,1906,1906,ANGIZEM CD 90 CAPSULES 10^S,ANGIZEMCD90,STRIP OF 10 CAPSULES, STRIP OF 10 CAPSULES
1256,1908,1908,ANGIZEM DP 90 CAPSULES 10^S,ANGIZEMDP90,STRIP OF 10 CAPSULES, STRIP OF 10 CAPSULES
1257,1906,1906,ANGIZEM CD 90 CAPSULES 10^S,ANGIZEMCD90,STRIP OF 10 CAPSULES, STRIP OF 10 CAPSULES
1258,1908,1908,ANGIZEM DP 90 CAPSULES 10^S,ANGIZEMDP90,STRIP OF 10 CAPSULES, STRIP OF 10 CAPSULES
1259,1931,1931,ANKOPEP CAPSULES 10CAPSULES,ANKOPEP,CAPSULES, STRIP OF 10 CAPSULES
1260,1934,1934,ANLEO 40 MG TABLETS 10TABLETS,ANLEO40MG,TABLETS, STRIP OF 10 TABLETS
1261,1937,1937,ANLEO DSR CAPSULES 10TABLETS,ANLEODSR,STRIP OF 10 CAPSULESTABLETS, STRIP OF 10 CAPSULES
1262,1938,1938,ANLEO DSR CAPSULES 10TABLETS,ANLEODSR,STRIP OF 10 CAPSULESTABLETS, STRIP OF 10 CAPSULES
1263,1936,1936,ANLEO D TABLETS 10TABLETS,ANLEOD,TABLETS, STRIP OF 10 TABLETS
1264,1942,1942,ANOBLISS CREAM 30GM,ANOBLISS,CREAM 30GM, TUBE OF 30GM CREAM
1265,1947,1947,ANOFER TABLETS(NEW) 10^S,ANOFER,TABLETS(NEW) STRIP OF 10, STRIP OF 10 TABLETS
1266,1946,1946,ANOFER SP TABLETS 10^S,ANOFERSP,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1267,1940,1940,ANO METROGYL CREAM 20 GM,ANOMETROGYL,CREAM 20 GM, TUBE OF 20 GM CREAM
1268,1941,1941,ANO METROGYL CREAM 20GM,ANOMETROGYL,CREAM 20GM, TUBE OF 20 GM CREAM
1269,1957,1957,ANOSCHA FORT TABLETS 10T,ANOSCHAFORT,TABLETS 10T, STRIP OF 10 TABLETS
1270,1958,1958,ANOSCHA FORT TABLETS 10TABLETS,ANOSCHAFORT,TABLETS, STRIP OF 10 TABLETS
1271,378,378,ACNOVATE GEL 15GM,ACNOVATE,GEL 15GM, TUBE OF 20 G CREAM
1272,1960,1960,ANOVATE CREAM 20GRM,ANOVATE,CREAM 20GRM, TUBE OF 20 G CREAM
1273,1973,1973,ANSUPER PLUS 10CAPSULES,ANSUPERPLUS10,CAPSULES, STRIP OF 10 CAPSULES
1274,1975,1975,ANTEGY M TABLETS 10^S,ANTEGYM,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1275,1979,1979,ANTHOCYN TX TABLETS 10S,ANTHOCYNTX,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1276,1979,1979,ANTHOCYN TX TABLETS 10S,ANTHOCYNTX,STRIP OF 10 TABLETS, TUBE OF 15G CREAM
1277,1979,1979,ANTHOCYN TX TABLETS 10S,ANTHOCYNTX,STRIP OF 10 TABLETS, TUBE OF 30 GM CREAM
1278,1981,1981,ANTHRO S TABLETS 10^S,ANTHROS,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1279,1999,1999,ANTIFLU SYRUP 75ML,ANTIFLU,SYRUP 75ML, BOTTLE OF 75 ML OF SUSPENSION
1280,1997,1997,ANTIFLU 75 CAPSULES IP 10 CAPSULES,ANTIFLU75,CAPSULES, STRIP OF 10 CAPSULES
1281,1998,1998,ANTIFLU 75 CAPSULES IP 10^S,ANTIFLU75,CAPSULES IP STRIP OF 10, STRIP OF 10 CAPSULES
1282,2004,2004,ANTOX 4G CAPSULES 1*10,ANTOX4G,STRIP OF 10 CAPSULES, STRIP OF 10 CAPSULES
1283,2004,2004,ANTOX 4G CAPSULES 1*10,ANTOX4G,STRIP OF 10 CAPSULES, STRIP OF 10 CAPSULES
1284,2005,2005,ANTOXID CAPSULES 30.S,ANTOXID,CAPSULES 30.S, STRIP OF 30 CAPSULES
1285,2006,2006,ANTOXID CAPSULES 30^S,ANTOXID,CAPSULES STRIP OF 30, STRIP OF 30 CAPSULES
1286,2010,2010,ANTOXID P  TABLETS 15S,ANTOXIDP,STRIP OF 15 TABLETS, STRIP OF 30 CAPSULES
1287,2008,2008,ANTOXID HC CAPSULES 30^S,ANTOXIDHC,CAPSULES STRIP OF 30, STRIP OF 30 CAPSULES
1288,2009,2009,ANTOXID HC CAPSULES 30^S,ANTOXIDHC,CAPSULES STRIP OF 30, STRIP OF 30 CAPSULES
1289,2005,2005,ANTOXID CAPSULES 30.S,ANTOXID,CAPSULES 30.S, STRIP OF 15 TABLETS
1290,2006,2006,ANTOXID CAPSULES 30^S,ANTOXID,CAPSULES STRIP OF 30, STRIP OF 15 TABLETS
1291,2010,2010,ANTOXID P  TABLETS 15S,ANTOXIDP,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
1292,2005,2005,ANTOXID CAPSULES 30.S,ANTOXID,CAPSULES 30.S,STRIP OF 35 TABLETS
1293,2006,2006,ANTOXID CAPSULES 30^S,ANTOXID,CAPSULES STRIP OF 30,STRIP OF 35 TABLETS
1294,2010,2010,ANTOXID P  TABLETS 15S,ANTOXIDP,STRIP OF 15 TABLETS,STRIP OF 35 TABLETS
1295,2011,2011,ANTOXIPAN  TABLETS 15^S,ANTOXIPAN,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
1296,2015,2015,ANTOXYL SYRUP 200ML,ANTOXYL,SYRUP 200ML, BOTTLE OF 200ML SYRUP
1297,2013,2013,ANTOXYL FORTE CAPSULES 10*10,ANTOXYLFORTE,STRIP OF 10 CAPSULES*10, STRIP OF 20 CAPSULES
1298,2014,2014,ANTOXYL FORTE CAPSULES 10*10,ANTOXYLFORTE,STRIP OF 10 CAPSULES*10, STRIP OF 20 CAPSULES
1299,2025,2025,ANXISET 1  TABLETS 10,ANXISET1,TABLETS 10, STRIP OF 10 TABLETS
1300,2027,2027,ANXISET TABLETS,ANXISET,TABLETS, STRIP OF 10 TABLETS
1301,2028,2028,ANXISET TABLETS  10^S,ANXISET,TABLETS  STRIP OF 10, STRIP OF 10 TABLETS
1302,2027,2027,ANXISET TABLETS,ANXISET,TABLETS, STRIP OF 10 TABLETS
1303,2028,2028,ANXISET TABLETS  10^S,ANXISET,TABLETS  STRIP OF 10, STRIP OF 10 TABLETS
1304,2029,2029,ANXISET-E TABLETS 10,ANXISET-E,TABLETS 10, STRIP OF 10 TABLETS
1305,2032,2032,ANXIT 0.5 SR TABLETS 10^S,ANXIT0.5SR,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1306,2035,2035,ANXIT FORTE  TABLETS 10^S,ANXITFORTE,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1307,2037,2037,ANXOZAP 10 10TABLETS,ANXOZAP1010,TABLETS, STRIP OF 10 TABLETS
1308,2087,2087,APIVAS 2.5 TABLETS 10^S,APIVAS2.5,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1309,2088,2088,APIVAS 5 TABLETS 10^S,APIVAS5,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1310,2089,2089,APIXABID 2.5 TABLETS 10S,APIXABID2.5,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1311,2090,2090,APIXABID 5 TABLETS 10S,APIXABID5,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1312,2095,2095,APLAZAR TABLETS 10S,APLAZAR,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1313,2096,2096,APLET 10MG 10TABLETS,APLET10MG10,TABLETS, STRIP OF 10 TABLETS
1314,2104,2104,APPLEDAZ TABLETS 1*10,APPLEDAZ,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1315,2105,2105,APPLEDAZ TABLETS 10TABLETS,APPLEDAZ,TABLETS, STRIP OF 10 TABLETS
1316,2106,2106,APPLYGEN CAPSULES 7C,APPLYGEN,CAPSULES 7C, STRIP OF 7 SOFTGEL VAGINAL SUPPOSITORIES
1317,2107,2107,APPLYGEN FORTE CAPSULES 7C,APPLYGENFORTE,CAPSULES 7C, STRIP OF 7 SOFTGEL VAGINAL SUPPOSITORIES
1318,2111,2111,APRESOL TABLETS,APRESOL,TABLETS, STRIP OF 10 TABLETS
1319,2111,2111,APRESOL TABLETS,APRESOL,TABLETS, STRIP OF 15 TABLETS
1320,2126,2126,APTIMUST SYRUP 200ML,APTIMUST,SYRUP 200ML, BOTTLE OF 200 ML SYRUP
1321,2128,2128,APTIVATE SYRUP 175ML,APTIVATE,SYRUP 175ML, BOTTLE OF 175ML SYRUP
1322,2135,2135,APXENTA TABLETS 10MG 4^S,APXENTA,TABLETS 10MG STRIP OF 4, STRIP OF 10 TABLETS
1323,2132,2132,APXENTA 10 TABLETS 10^S,APXENTA10,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1324,2166,2166,AQUAOAT CREAM 100GM,AQUAOAT,CREAM 100GM, BOTTLE OF 100 ML MOISTURIZING LOTION
1325,2166,2166,AQUAOAT CREAM 100GM,AQUAOAT,CREAM 100GM, BOTTLE OF 250 ML LOTION
1326,2166,2166,AQUAOAT CREAM 100GM,AQUAOAT,CREAM 100GM, BOTTLE OF 75G SOAP
1327,2166,2166,AQUAOAT CREAM 100GM,AQUAOAT,CREAM 100GM, PACK OF 75G SOAP
1328,2166,2166,AQUAOAT CREAM 100GM,AQUAOAT,CREAM 100GM, BOTTLE OF 100ML MOISTURIZING LOTION
1329,2166,2166,AQUAOAT CREAM 100GM,AQUAOAT,CREAM 100GM, TUBE OF 100G CREAM
1330,2180,2180,AQUASOFT CREAM # 150GM,AQUASOFT,CREAM # 150GM, BOTTLE OF 100 ML LOTION
1331,2181,2181,AQUASOFT CREAM # 60GM,AQUASOFT,CREAM # 60GM, BOTTLE OF 100 ML LOTION
1332,2182,2182,AQUASOFT CREAM 150 gm,AQUASOFT,CREAM 150 GM, BOTTLE OF 100 ML LOTION
1333,2183,2183,AQUASOFT CREAM 150GM,AQUASOFT,CREAM 150GM, BOTTLE OF 100 ML LOTION
1334,2184,2184,AQUASOFT CREAM 150GM.,AQUASOFT,CREAM 150GM., BOTTLE OF 100 ML LOTION
1335,2185,2185,AQUASOFT CREAM 60 GM 18% 60GM,AQUASOFT,CREAM 60 GM 18% 60GM, BOTTLE OF 100 ML LOTION
1336,2186,2186,AQUASOFT CREAM 60GM,AQUASOFT,CREAM 60GM, BOTTLE OF 100 ML LOTION
1337,2203,2203,AQUASOFT SOAP 75GM,AQUASOFT,SOAP 75GM, BOTTLE OF 100 ML LOTION
1338,2204,2204,AQUASOFT SOAP 75GM.,AQUASOFT,SOAP 75GM., BOTTLE OF 100 ML LOTION
1339,2205,2205,AQUASOFT SOAP S BAR SOAP 75G,AQUASOFT,SOAP 75G, BOTTLE OF 100 ML LOTION
1340,2206,2206,AQUASOFT SOAP S BARS 75GM,AQUASOFT,SOAP S BARS 75GM, BOTTLE OF 100 ML LOTION
1341,2207,2207,AQUASOFT SOAP SYND BAR 75GM,AQUASOFT,SOAP SYND BAR 75GM, BOTTLE OF 100 ML LOTION
1342,2180,2180,AQUASOFT CREAM # 150GM,AQUASOFT,CREAM # 150GM, BOTTLE OF 200 ML LOTION
1343,2181,2181,AQUASOFT CREAM # 60GM,AQUASOFT,CREAM # 60GM, BOTTLE OF 200 ML LOTION
1344,2182,2182,AQUASOFT CREAM 150 gm,AQUASOFT,CREAM 150 GM, BOTTLE OF 200 ML LOTION
1345,2183,2183,AQUASOFT CREAM 150GM,AQUASOFT,CREAM 150GM, BOTTLE OF 200 ML LOTION
1346,2184,2184,AQUASOFT CREAM 150GM.,AQUASOFT,CREAM 150GM., BOTTLE OF 200 ML LOTION
1347,2185,2185,AQUASOFT CREAM 60 GM 18% 60GM,AQUASOFT,CREAM 60 GM 18% 60GM, BOTTLE OF 200 ML LOTION
1348,2186,2186,AQUASOFT CREAM 60GM,AQUASOFT,CREAM 60GM, BOTTLE OF 200 ML LOTION
1349,2203,2203,AQUASOFT SOAP 75GM,AQUASOFT,SOAP 75GM, BOTTLE OF 200 ML LOTION
